pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,12,0,3,x,1,0.4074401000980288,None,3,0,12,0,,,,,31.13473580009304,,31.11976719996892,31.13473580009304,32.11835579993203,32.11835579993203,32.11835579993203,32.11835579993203,32.13527059997432,33.118400800041854,33.118400800041854,33.53555650007911,x,1,0.4074401000980288,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,13,1,3,v,1,0.5187752000056207,None,3,1,13,1,,,,,33.55176900001243,,33.53613230003975,33.55176900001243,34.53519560000859,34.53519560000859,34.53519560000859,34.53519560000859,34.551735599990934,35.53496630000882,35.53496630000882,36.06949739996344,v,1,0.5187752000056207,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,14,2,3,c,1,0.4734292000066489,None,3,2,14,2,,,,,36.085030999965966,,36.070308699971065,36.085030999965966,37.08525689993985,37.08525689993985,37.08525689993985,37.08525689993985,37.08525689993985,38.084935900056735,38.084935900056735,38.56897659995593,c,1,0.4734292000066489,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,15,3,3,z,1,0.6760219000279903,None,3,3,15,3,,,,,38.585127300117165,,38.569598299916834,38.585127300117165,39.568283499917015,39.568283499917015,39.568283499917015,39.568283499917015,39.584536999929696,40.56810849998146,40.56810849998146,41.25267979991622,z,1,0.6760219000279903,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,16,0,4,x,1,0.42815040005370975,None,4,0,16,0,,,,,41.268559199990705,,41.253297300077975,41.268559199990705,42.26821499993093,42.26821499993093,42.26821499993093,42.26821499993093,42.26821499993093,43.25201679999009,43.25201679999009,43.68586660013534,x,1,0.42815040005370975,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,17,1,4,v,1,0.5318957997951657,None,4,1,17,1,,,,,43.70183950010687,,43.686504000099376,43.70183950010687,44.68502900004387,44.68502900004387,44.68502900004387,44.68502900004387,44.70200109994039,45.68480499996804,45.68480499996804,46.21892170002684,v,1,0.5318957997951657,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,18,2,4,c,1,0.41342260013334453,None,4,2,18,2,,,,,46.23497559991665,,46.219436099985614,46.23497559991665,47.2183336999733,47.2183336999733,47.2183336999733,47.2183336999733,47.235016900114715,48.218655300093815,48.218655300093815,48.63582430011593,c,1,0.41342260013334453,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,19,3,4,z,1,0.30348270013928413,None,4,3,19,3,,,,,48.651819800026715,,48.63653720007278,48.651819800026715,49.635106900008395,49.635106900008395,49.635106900008395,49.635106900008395,49.65192810003646,50.635205700062215,50.635205700062215,50.952363800024614,z,1,0.30348270013928413,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,20,0,5,x,1,0.23525899997912347,None,5,0,20,0,,,,,50.96813870011829,,50.95297840004787,50.96813870011829,51.951917900005355,51.951917900005355,51.951917900005355,51.951917900005355,51.96874359995127,52.95217619999312,52.95217619999312,53.202857200056314,x,1,0.23525899997912347,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,21,1,5,v,1,0.4724380001425743,None,5,1,21,1,,,,,53.218656999990344,,53.203501499956474,53.218656999990344,54.201664000051096,54.201664000051096,54.201664000051096,54.201664000051096,54.21814909996465,55.218272899976,55.218272899976,55.70230340003036,v,1,0.4724380001425743,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,22,2,5,c,1,0.5549203001428396,None,5,2,22,2,,,,,55.718479099916294,,55.70283819991164,55.718479099916294,56.70139800012112,56.70139800012112,56.70139800012112,56.70139800012112,56.71848460007459,57.70163829997182,57.70163829997182,58.269556200131774,c,1,0.5549203001428396,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,23,3,5,z,1,0.5983393001370132,None,5,3,23,3,,,,,58.28506699996069,,58.270407600095496,58.28506699996069,59.28468049992807,59.28468049992807,59.28468049992807,59.28468049992807,59.28468049992807,60.28491750010289,60.28491750010289,60.88576230010949,z,1,0.5983393001370132,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,24,0,6,x,1,0.5295901000499725,None,6,0,24,0,,,,,60.901843399973586,,60.88652119995095,60.901843399973586,61.88507249997929,61.88507249997929,61.88507249997929,61.88507249997929,61.90153139992617,62.88492440013215,62.88492440013215,63.419144599931315,x,1,0.5295901000499725,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,25,1,6,v,1,0.5125573999248445,None,6,1,25,1,,,,,63.43505039997399,,63.4197496001143,63.43505039997399,64.41846660012379,64.41846660012379,64.41846660012379,64.41846660012379,64.43512309994549,65.43448520009406,65.43448520009406,65.95256350003183,v,1,0.5125573999248445,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,26,2,6,c,1,0.45121260010637343,None,6,2,26,2,,,,,65.96825550007634,,65.95314990007319,65.96825550007634,66.9683389000129,66.9683389000129,66.9683389000129,66.9683389000129,66.9683389000129,67.96804770012386,67.96804770012386,68.43622280005366,c,1,0.45121260010637343,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,27,3,6,z,1,0.7234920000191778,None,6,3,27,3,,,,,68.451778100105,,68.4369135000743,68.451778100105,69.45175429992378,69.45175429992378,69.45175429992378,69.45175429992378,69.45175429992378,70.45148869999684,70.45148869999684,71.18595979991369,z,1,0.7234920000191778,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,28,0,7,x,1,0.4008585000410676,None,7,0,28,0,,,,,71.2014252000954,,71.18676969991066,71.2014252000954,72.20148640009575,72.20148640009575,72.20148640009575,72.20148640009575,72.20148640009575,73.20173470000736,73.20173470000736,73.61914360010996,x,1,0.4008585000410676,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,29,1,7,v,1,0.40648810006678104,None,7,1,29,1,,,,,73.63503170013428,,73.61969409999438,73.63503170013428,74.61841590004042,74.61841590004042,74.61841590004042,74.61841590004042,74.63488449994475,75.61839050007984,75.61839050007984,76.03608160000294,v,1,0.40648810006678104,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,30,2,7,c,1,0.5911348999943584,None,7,2,30,2,,,,,76.05170259997249,,76.036883499939,76.05170259997249,77.05148899997585,77.05148899997585,77.05148899997585,77.05148899997585,77.05148899997585,78.03500239993446,78.03500239993446,78.63587670004927,c,1,0.5911348999943584,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
